Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission_grade_sqrt,Curricular_units_1st_sem_grade_reflect_log,Curricular_units_2nd_sem_grade_reflect_log,Curricular_units_1st_sem_category,Curricular_units_2nd_sem_category
1,1,2,9773,1,1,-0.8806744308434659,1,1,19,9,7,118.9,1,0,0,1,0,0,20,0,0,6,6,6,13.333333333333334,0,0,6,10,5,12.8,0,11.1,0.6,2.02,Graduate,-0.5437678940477126,-0.5636066929450035,-0.41939590593999887,3,2
1,1,3,9254,1,1,-0.8048412577874374,1,19,38,3,10,114.3,1,0,0,1,0,1,20,0,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,Enrolled,-0.8782244996019782,-0.38023065100679226,-0.41939590593999887,2,2
1,18,1,9500,1,1,-0.5015085655633235,1,38,37,5,5,114.8,1,0,0,1,0,0,20,0,0,8,8,7,14.402857142857142,0,0,8,8,7,14.402857142857142,0,10.8,1.4,1.74,Graduate,-0.8415484280388859,-0.9812960691739253,-0.9917447586908553,3,3
1,1,4,9500,1,1,0.18098999194093274,1,37,37,9,8,123.0,1,0,0,1,0,1,18,0,0,8,8,7,13.381428571428572,0,0,8,8,7,13.381428571428572,0,10.8,1.4,1.74,Graduate,-0.2510787513755593,-0.5808721278225432,-0.6096245733122481,3,3
1,1,2,9500,1,1,-0.12234270028318116,1,19,19,7,5,122.1,1,0,0,1,0,0,18,0,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,Graduate,-0.31490461191391395,-0.8679556822386274,-0.8265390662081415,3,3
1,17,4,9085,1,1,0.5601558572210751,1,19,37,4,7,123.7,0,0,0,1,0,0,19,0,0,5,11,5,11.714285714285714,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,-0.20159769128110572,-0.046203374329665044,-0.3577187225408904,2,2
1,1,3,9147,1,1,-0.12234270028318116,1,19,38,9,7,132.4,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled,0.40207597682371016,-0.07090800043075002,0.017356163475325672,2,1
2,39,1,8014,0,1,-0.19817587333920963,1,34,34,99,99,114.8,0,0,0,1,0,0,44,0,0,6,9,6,11.166666666666666,0,1,6,15,2,11.0,1,7.6,2.6,0.32,Graduate,-0.8415484280388859,0.10575794333037461,0.08007666384140247,1,1
1,7,1,9003,1,3,-0.19817587333920963,1,38,37,5,6,130.0,0,0,0,1,0,0,32,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,0.2375786059737014,2.036446916444918,1.8295193665134917,1,1
1,43,1,9853,1,1,0.5601558572210751,1,37,19,9,8,122.3,0,0,0,1,0,0,22,0,0,6,9,5,13.6,0,0,6,8,5,12.0,0,12.7,3.7,-1.7,Dropout,-0.30070081270229504,-0.6609819827861185,-0.18277876565418802,3,2
2,39,1,9003,1,1,-0.19817587333920963,1,1,19,4,9,152.4,1,0,0,1,0,0,36,0,4,12,14,12,13.846153846153848,0,5,12,18,11,14.090909090909092,0,8.9,1.4,3.51,Graduate,1.7186743338169084,-0.7546122205440723,-0.8675695441115459,3,3
1,17,1,9773,1,1,-0.577341738619352,1,37,37,5,7,120.1,0,0,0,1,0,1,18,0,0,6,7,6,12.5,0,0,6,8,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate,-0.4575874440846999,-0.2830660084660987,-0.5932246966900222,2,3
1,1,1,9130,1,1,2.0768193183416446,1,3,3,3,2,155.1,1,0,0,1,0,0,20,0,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Graduate,1.8896248760731844,-2.043702788455613,-1.074146943584818,3,3
1,51,1,9070,1,1,-0.19817587333920963,1,19,19,5,7,124.5,0,0,0,1,0,1,20,0,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,Graduate,-0.14521903048396076,-0.7437817670617625,-0.6348022475433583,3,3
1,17,1,9238,1,1,0.8634885494451889,1,3,1,2,3,126.9,0,0,0,1,0,0,19,0,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,Graduate,0.0228387586218886,0.2532585187214814,0.20020855197338808,1,1
1,39,1,9147,1,19,0.03690696313447821,1,3,1,3,5,153.2,1,0,1,1,0,0,24,0,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,Graduate,1.7694831150193935,0.3520473233359125,-0.23950228819224503,1,2
1,17,1,9238,1,1,1.166821241669303,1,1,1,4,9,129.8,0,0,0,1,0,0,20,0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,Enrolled,0.22380221220658025,0.2532585187214814,0.22343872256687364,1,1
1,43,1,8014,0,1,0.03690696313447821,1,3,3,2,3,135.0,0,0,0,1,0,0,27,0,7,10,10,9,11.444444444444445,0,4,11,11,5,10.8,0,10.8,1.4,1.74,Dropout,0.5786077454067886,0.029909738312967244,0.12894972127074494,1,1
1,1,1,9853,1,1,0.02932364582887579,1,1,38,5,10,131.3,1,0,0,1,0,0,20,0,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,Enrolled,0.3268680429124994,-0.9517571766762263,-0.36533090181394634,3,2
1,43,6,9238,1,1,-0.2740090463952381,1,34,34,0,0,125.2,0,0,0,1,0,1,23,0,15,16,18,16,13.0,0,11,13,15,13,13.266666666666667,0,9.4,-0.8,-3.12,Graduate,-0.09603611282833178,-0.4473237708034709,-0.570700087674801,2,3
1,1,5,9500,1,1,0.8634885494451889,1,19,38,4,8,141.3,1,0,0,1,0,1,18,0,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,Graduate,0.9994345838012509,-0.5552760709283502,-0.5853138179418584,3,3
1,17,1,9238,1,1,-0.9565076038994943,1,37,37,4,9,117.1,1,0,0,1,0,1,18,0,0,6,10,5,10.571428571428571,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,Graduate,-0.6738581460144059,0.26045487111069554,-0.23950228819224503,1,2
1,17,3,9500,1,1,0.8634885494451889,1,1,37,9,9,126.5,1,0,0,1,0,1,20,0,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,Graduate,-0.005059809534859167,-0.6192757192304723,-0.6461242566378957,3,3
1,1,1,9254,1,1,-0.04650952722715268,1,19,38,9,7,120.1,0,0,0,1,0,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate,-0.4575874440846999,-0.23077976049762666,-0.1366422140068575,2,2
1,1,1,9670,1,1,0.7118222033331321,1,38,19,7,10,128.4,0,0,0,1,0,0,23,0,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,Dropout,0.12706877808164968,-0.09274062130122634,-0.4298522650949122,2,2
1,1,2,9500,1,1,0.25682316499696123,1,19,19,9,9,140.0,1,0,0,1,0,0,20,0,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,Graduate,0.9133778737855518,-0.8018553569680973,-0.8200707824275724,3,3
1,39,1,9254,1,9,0.03690696313447821,1,34,34,0,0,110.0,1,0,0,0,0,0,28,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,-1.197010224818635,2.036446916444918,1.8295193665134917,1,1
1,1,1,9670,1,1,-0.8048412577874374,1,1,19,3,5,116.8,1,0,0,1,0,0,21,0,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,-0.6956368146070602,0.014440510220084973,-0.41939590593999887,1,2
1,1,2,9556,1,1,0.03690696313447821,1,19,19,9,9,104.5,1,0,0,1,0,0,21,0,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,Dropout,-1.6139850494580783,-0.2830660084660987,1.8295193665134917,2,1
1,7,1,9500,1,3,0.5601558572210751,1,34,34,0,0,140.0,0,0,0,1,0,0,28,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.9133778737855518,2.036446916444918,1.8295193665134917,1,1
1,1,1,9500,1,1,-1.1840071230675797,1,3,1,3,3,113.2,0,1,0,1,0,0,18,0,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,Graduate,-0.9591952840916818,-0.12365265115710349,-0.556742838224423,2,3
1,17,1,9238,1,1,-0.3498422194512666,1,38,19,191,175,118.6,1,0,0,1,0,1,21,0,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Enrolled,-0.5653808728495147,-0.5163977828971957,-0.1275342384472761,3,2
1,1,1,9500,1,1,0.25682316499696123,1,1,1,4,4,123.8,0,0,0,1,0,0,19,0,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,Graduate,-0.19454040881409249,-0.01770717939876047,-0.8470202571419433,2,3
1,18,6,9500,1,1,0.6359890302771035,1,1,19,1,1,126.7,1,0,0,1,0,1,18,0,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Graduate,0.008894979393790045,-0.9437289904558339,-0.9557417176652862,3,3
1,1,3,9500,1,1,-0.19817587333920963,1,3,1,2,5,133.8,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.4973447570584057,2.036446916444918,1.8295193665134917,1,1
1,44,1,9085,1,39,0.5601558572210751,1,38,38,9,7,140.0,0,0,0,1,0,0,20,0,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled,0.9133778737855518,-0.33654747358697984,-0.482922357105654,2,2
1,1,3,9500,1,1,-2.321504718908007,1,1,19,9,5,100.6,1,0,0,1,0,1,20,0,0,7,9,6,12.766666666666666,0,0,8,10,7,12.128571428571428,0,12.4,0.5,1.79,Graduate,-1.9163465565557412,-0.3692331584863993,-0.2190691289381197,2,2
1,17,1,9853,1,1,-0.5015085655633235,1,1,37,7,9,132.7,0,0,0,1,0,1,18,0,0,6,7,6,12.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate,0.4225329583757853,-0.33654747358697984,-0.23950228819224503,2,2
1,43,2,9670,1,1,-0.577341738619352,1,38,19,4,3,106.6,1,0,0,1,0,0,20,0,4,6,7,6,11.5,0,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,Dropout,-1.4535106926496424,0.014440510220084973,0.18345824976815295,1,1
1,39,1,9670,1,1,-0.9565076038994943,1,1,19,5,4,140.4,0,0,0,1,0,0,31,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout,0.9398992581899146,0.04221190126483707,-0.1139452634604485,1,2
1,17,3,9500,1,1,-0.04650952722715268,1,37,37,9,7,128.3,1,0,0,1,0,1,19,0,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,Graduate,0.1201391142467826,-1.1147518673866936,-1.0225683792290519,3,3
1,1,3,9500,1,1,-0.3498422194512666,1,38,38,5,5,118.6,1,0,0,1,0,1,19,0,0,7,9,6,11.814285714285717,0,0,8,8,7,13.542857142857144,0,13.9,-0.3,0.79,Graduate,-0.5653808728495147,-0.07505091824810908,-0.6656165949696334,2,3
1,1,1,9070,1,1,-1.3356734691796368,1,19,1,3,8,123.4,0,0,0,1,0,0,23,0,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,Graduate,-0.22278667148301506,-0.4473237708034709,-0.14808251589084506,2,2
1,1,1,9670,1,1,-0.577341738619352,1,37,37,5,5,124.0,0,0,0,1,0,0,19,0,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate,-0.18043438953230648,-1.184072630035596,-0.5932246966900222,3,3
1,1,6,9500,1,1,0.33265633805298966,1,1,3,3,2,121.3,1,0,0,1,0,0,20,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate,-0.37183647282206916,-0.31500796840412426,-0.3577187225408904,2,2
1,1,1,9085,1,1,-2.3973378919640354,1,37,37,9,4,101.0,1,0,1,1,0,0,22,0,0,6,9,5,13.333333333333334,0,0,6,17,4,11.4,0,12.4,0.5,1.79,Enrolled,-1.8850684802867583,-0.5636066929450035,-0.02118707863621259,3,2
1,1,1,9853,1,1,-0.5015085655633235,1,3,1,2,5,116.9,1,1,0,1,0,0,18,0,0,7,10,6,10.666666666666666,0,0,7,12,6,12.833333333333334,0,13.9,-0.3,0.79,Enrolled,-0.6883741540440937,0.23638044930985078,-0.4298522650949122,1,2
1,7,3,9130,1,3,-0.19817587333920963,1,19,37,90,5,130.0,0,0,1,0,0,0,27,0,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout,0.2375786059737014,0.014440510220084973,0.08007666384140247,1,1
1,39,1,9556,1,19,-2.473171065020064,1,37,38,9,9,120.0,0,0,0,1,0,0,29,0,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout,-0.46475265572119034,0.39992034335102367,1.8295193665134917,1,1
1,17,1,9254,1,1,-0.8048412577874374,1,1,19,4,3,130.4,1,0,0,1,0,0,18,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,Graduate,0.26509963843763457,-0.07090800043075002,-0.23950228819224503,2,2
1,17,1,9070,1,1,-0.5015085655633235,1,19,38,9,7,118.7,0,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate,-0.5581735125420281,-0.07090800043075002,-0.37807895518821505,2,2
1,17,1,9500,1,1,-0.3498422194512666,1,38,38,7,7,131.5,0,0,0,1,0,0,18,0,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,Graduate,0.3405655785745037,-0.3707422520029849,-0.41041855659950766,2,2
1,17,3,9085,1,1,0.10515681888490426,1,37,38,9,9,120.4,1,0,0,1,0,0,20,0,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled,-0.43610968869029443,0.06054470593924564,-0.3577187225408904,1,2
1,17,2,9254,1,1,-0.3498422194512666,1,38,38,9,9,129.1,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Graduate,0.1755010584450038,-0.33654747358697984,-1.074146943584818,2,3
1,1,1,9070,1,1,-0.577341738619352,1,1,1,4,4,132.0,0,0,0,0,0,0,18,0,1,6,10,5,12.2,1,0,6,11,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,0.37476391522172825,-0.18977608718344452,0.12088209370503468,2,1
1,7,2,9085,1,3,-0.19817587333920963,1,3,3,1,1,130.0,0,0,0,0,0,0,28,0,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,Dropout,0.2375786059737014,-0.12958724463951077,1.8295193665134917,2,1
1,1,2,9500,1,1,0.18098999194093274,1,37,1,7,7,132.8,1,0,0,1,0,1,18,0,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,Graduate,0.4293468126018291,-0.048252159246946785,-0.10621908463772187,2,2
1,39,1,9500,1,19,0.03690696313447821,1,37,38,151,161,143.7,0,0,0,1,0,0,27,0,0,7,12,4,14.0,0,0,7,14,3,12.525,0,12.4,0.5,1.79,Enrolled,1.1572748318182124,-0.8150928023269663,-0.33504490308637985,3,2
1,39,1,33,1,1,0.5601558572210751,1,3,1,2,4,152.8,0,0,0,1,0,0,26,0,0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,Enrolled,1.7440953503495944,-1.1346402513568987,-0.7579804656261953,3,3
1,1,2,9773,1,1,0.40848951110901816,1,19,1,9,3,133.5,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Graduate,0.476972134605978,-0.33654747358697984,-0.7095858159709496,2,3
1,1,1,9130,1,1,1.3184875877813598,1,5,5,2,2,146.2,0,0,0,1,0,0,18,0,0,5,12,4,13.0,2,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Dropout,1.3202963868343103,-0.4473237708034709,-0.8327102024034606,2,3
1,1,2,9147,1,1,-0.577341738619352,1,1,19,4,6,115.2,0,1,0,1,0,0,21,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,-0.8122650394454423,2.036446916444918,1.8295193665134917,1,1
1,1,2,9070,1,1,-0.8806744308434659,1,4,1,2,3,120.7,1,0,0,1,0,0,18,0,0,6,8,4,10.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12,Enrolled,-0.41465867467009215,0.215110191673913,1.8295193665134917,1,1
2,39,1,8014,0,1,-0.9565076038994943,1,34,34,99,99,101.8,0,0,0,0,0,0,32,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,-1.8226975890900734,2.036446916444918,1.8295193665134917,1,1
1,39,2,9670,1,1,0.5601558572210751,1,34,34,0,0,100.0,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate,-1.9633804969933395,-0.2830660084660987,-0.1139452634604485,2,2
1,39,1,9991,0,1,-2.473171065020064,1,37,19,9,2,121.9,0,0,0,0,0,0,40,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,-0.3291200488202149,2.036446916444918,1.8295193665134917,1,1
2,18,2,8014,0,1,0.5601558572210751,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,Dropout,-0.43610968869029443,2.036446916444918,1.8295193665134917,1,1
2,18,2,9238,1,1,0.5601558572210751,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,-0.43610968869029443,2.036446916444918,1.8295193665134917,1,1
2,39,1,9003,1,1,-0.9565076038994943,1,37,19,9,4,148.8,0,0,0,1,0,0,50,0,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,Graduate,1.4883669480236876,-0.2830660084660987,-0.2977861803186012,2,2
1,17,2,9853,1,1,0.40848951110901816,1,1,1,9,4,123.0,1,0,0,1,0,0,23,0,0,6,10,5,12.8,0,0,6,9,3,11.666666666666666,0,10.8,1.4,1.74,Dropout,-0.2510787513755593,-0.38023065100679226,-0.09148886044468256,2,2
4,39,1,8014,0,19,0.03690696313447821,1,34,34,0,0,100.0,0,0,0,1,0,0,48,0,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout,-1.9633804969933395,0.39992034335102367,0.08007666384140247,1,1
1,17,2,9853,1,1,-1.1081739500115513,1,37,37,9,9,112.1,1,0,0,1,0,0,23,0,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout,-1.0405604429173863,0.0832605370523762,0.2691487089118354,1,1
1,1,6,9500,1,1,0.18098999194093274,1,37,1,5,5,126.8,1,0,0,1,0,1,18,0,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Graduate,0.015868243591913373,-0.3182262800890432,-0.36076031341715514,2,2
1,17,1,9130,1,1,-0.19817587333920963,1,3,19,2,9,115.9,0,0,0,1,0,0,18,0,0,5,14,2,12.0,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,-0.7611411769015793,-0.12958724463951077,-0.3577187225408904,2,2
1,15,1,9238,1,1,1.3184875877813598,26,3,37,2,8,132.5,1,0,0,0,0,0,20,1,0,6,9,5,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate,0.4088975433948491,-0.4473237708034709,-0.6506065993013443,2,3
1,18,3,9085,1,1,1.2426544147253313,103,1,1,9,9,132.2,1,0,0,1,0,1,18,1,0,5,9,4,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,Graduate,0.38842511093824955,-0.12958724463951077,-0.482922357105654,2,2
1,1,1,9556,1,1,3.593482779462214,103,5,3,1,1,183.5,1,0,0,1,0,0,18,1,0,7,8,4,12.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout,3.604698919937232,-0.12958724463951077,1.8295193665134917,2,1
1,43,1,9119,1,1,0.03690696313447821,1,1,1,9,3,136.0,0,0,0,1,1,0,31,0,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,Dropout,0.6460514141908182,-0.12958724463951077,0.08007666384140247,2,1
1,39,1,9119,1,19,0.03690696313447821,1,19,19,5,3,100.9,1,0,0,1,1,0,24,0,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,Enrolled,-1.89288218413934,-0.12958724463951077,0.20020855197338808,2,1
1,39,1,171,1,1,0.9393217225012175,1,3,1,2,10,114.5,1,0,0,1,1,0,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,-0.8635444636146575,2.036446916444918,1.8295193665134917,1,1
1,39,1,9147,1,1,-1.714839334459779,1,37,37,9,9,110.3,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,-1.1745693801334989,2.036446916444918,1.8295193665134917,1,1
1,1,1,9130,1,1,1.6218202800054737,1,3,3,2,2,137.2,1,0,1,1,1,0,18,0,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Dropout,0.7266573527269077,-0.6703221637570388,-0.1139452634604485,3,2
1,17,1,9147,1,1,-0.5015085655633235,1,37,37,4,7,116.9,0,0,0,1,1,1,19,0,0,5,12,3,11.666666666666666,0,0,5,10,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled,-0.6883741540440937,-0.03259046479514083,-0.09148886044468256,2,2
1,17,1,9670,1,1,0.02932364582887579,1,19,37,9,8,121.8,1,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,-0.3362321403581968,2.036446916444918,1.8295193665134917,1,1
1,1,2,9500,1,1,0.9393217225012175,1,4,2,2,3,127.3,1,0,0,1,1,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,Graduate,0.05069339194385043,-0.03925089449921737,-0.09775270063892409,2,2
1,44,1,9070,1,39,-0.9565076038994943,1,1,19,4,7,120.0,0,0,1,0,1,0,20,0,0,6,11,0,0.0,6,0,6,12,0,0.0,12,16.2,0.3,-0.92,Dropout,-0.46475265572119034,2.036446916444918,1.8295193665134917,1,1
1,44,1,171,1,39,1.3184875877813598,1,4,4,2,2,150.0,0,0,0,1,1,0,25,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate,1.5654425487340737,2.036446916444918,1.8295193665134917,1,1
1,43,1,9991,0,1,1.3184875877813598,1,3,3,4,4,100.0,1,0,0,1,1,0,24,0,0,5,10,4,11.5,0,0,5,11,5,11.285714285714286,0,13.9,-0.3,0.79,Graduate,-1.9633804969933395,0.014440510220084973,0.008242591600148072,1,1
1,39,1,9119,1,1,1.3184875877813598,1,3,3,4,4,150.0,1,0,0,1,1,0,27,0,0,5,10,1,14.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,1.5654425487340737,-0.8150928023269663,1.8295193665134917,3,1
1,17,1,9254,1,1,-0.425675392507295,1,3,19,4,4,116.9,0,0,0,1,1,0,21,0,0,6,7,5,11.0,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,Graduate,-0.6883741540440937,0.15011400589872448,-0.2977861803186012,1,2
1,44,1,9003,1,39,0.5601558572210751,1,19,38,3,9,140.0,1,0,0,1,1,0,21,0,0,6,7,6,12.857142857142858,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Graduate,0.9133778737855518,-0.3992045997021039,-0.537355865609977,2,3
1,18,3,9773,1,1,-0.3498422194512666,1,19,1,9,9,122.1,1,0,0,1,1,0,19,0,0,6,9,4,12.5,0,0,6,6,6,11.333333333333334,0,10.8,1.4,1.74,Dropout,-0.31490461191391395,-0.2830660084660987,-0.003970134972402458,2,1
1,39,1,9500,1,1,-0.425675392507295,1,19,19,5,5,160.0,0,0,0,1,1,0,28,0,0,7,7,7,14.528571428571428,0,0,8,11,8,15.018181818181818,0,16.2,0.3,-0.92,Graduate,2.196110494550718,-1.0356745041252744,-1.2603278596834167,3,3
1,1,1,9147,1,1,-1.1840071230675797,1,19,19,5,7,118.4,0,0,0,1,1,0,20,0,0,5,8,5,10.0,0,0,5,10,2,12.0,0,7.6,2.6,0.32,Enrolled,-0.5798047147838975,0.39992034335102367,-0.18277876565418802,1,2
1,44,1,9003,1,39,1.3184875877813598,1,1,19,4,10,150.0,0,0,0,1,1,1,21,0,0,6,8,6,13.0,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,Graduate,1.5654425487340737,-0.4473237708034709,-0.36533090181394634,2,2
1,1,1,9500,1,1,1.6218202800054737,1,1,1,5,3,144.9,0,0,0,1,1,1,18,0,0,7,7,7,15.957142857142856,0,0,8,9,8,15.188888888888888,0,16.2,0.3,-0.92,Graduate,1.235700660147192,-1.7630534223229903,-1.3412956853130455,3,3
1,17,2,9119,1,1,-0.425675392507295,1,19,1,9,10,121.1,1,0,0,1,1,1,18,0,0,5,6,5,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,Enrolled,-0.38609874821351187,-0.5163977828971957,-0.3577187225408904,3,2
1,1,2,9147,1,1,0.02932364582887579,1,19,1,5,10,121.8,0,0,0,1,1,0,20,0,0,5,9,4,10.2,0,0,5,6,3,11.0,0,15.5,2.8,-4.06,Enrolled,-0.3362321403581968,0.3520473233359125,0.08007666384140247,1,1
1,39,1,9119,1,40,-0.9565076038994943,1,1,1,5,10,146.8,0,0,0,1,1,0,25,0,2,5,6,5,14.2,0,1,5,5,2,13.5,0,16.2,0.3,-0.92,Enrolled,1.3592136921027331,-0.8961298973235371,-0.6506065993013443,3,3
1,1,1,9670,1,1,0.03690696313447821,1,38,19,5,6,138.0,0,0,1,1,1,0,22,0,0,6,8,6,12.625,0,0,6,11,2,14.5,0,11.1,0.6,2.02,Enrolled,0.7801989501269301,-0.3230620631939569,-1.0319483501561113,2,3
1,1,1,9500,1,1,1.2426544147253313,1,37,37,9,9,138.0,0,0,0,1,1,0,18,0,0,8,11,6,13.496666666666668,1,0,8,11,6,13.496666666666668,1,9.4,-0.8,-3.12,Enrolled,0.7801989501269301,-0.6227666553490645,-0.6494435996750778,3,3
